#{"t_start": 1672841643.1367772, "env_id": null}
r,l,t
53,68,1757.282013
107,126,1761.51407
32,43,1762.954836
52,67,1765.208115
53,68,1767.593398
24,39,1768.988144
27,38,1770.313551
32,43,1771.76641
53,68,1774.08703
54,69,1776.491858
24,39,1777.860907
24,39,1779.238873
31,42,1780.654862
30,41,1782.019094
53,68,1784.323452
30,41,1785.8501
54,69,1788.207741
54,69,1790.580877
24,39,1791.950074
24,39,1793.309947
53,68,1795.627236
24,39,1796.907033
35,46,1798.485378
24,39,1799.846143
52,67,1802.171923
31,42,1803.736878
28,39,1805.10123
52,67,1807.339415
53,68,1809.704855
32,43,1811.183587
53,68,1813.604085
31,42,1815.085728
30,41,1816.4905
24,39,1817.861054
53,68,1820.18781
54,69,1822.519074
31,42,1823.955279
54,69,1826.355281
24,39,1827.638644
35,46,1829.264551
54,69,1831.601921
30,41,1832.948836
53,68,1835.334083
54,69,1837.763651
53,68,1840.178508
28,39,1841.485539
32,43,1842.987298
54,69,1845.364154
29,40,1846.757326
31,42,1848.25232
34,45,1849.779859
53,68,1852.089565
170,185,1858.338697
54,69,1860.737333
91,104,1864.329173
24,39,1865.660728
25,36,1866.91802
24,39,1868.288688
24,39,1869.715708
34,45,1871.288147
24,39,1872.717565
54,69,1874.996136
24,39,1876.356943
29,40,1877.732705
24,39,1879.119772
25,36,1880.382921
25,36,1881.65315
53,68,1884.043577
27,38,1885.402153
24,39,1886.777118
30,41,1888.168535
54,69,1890.603476
31,42,1892.164186
33,48,1893.807828
30,41,1895.255147
29,40,1896.6273
29,40,1898.079966
29,40,1899.510633
29,40,1900.949183
24,39,1902.415139
31,42,1903.967039
30,41,1905.530715
52,67,1907.891251
30,41,1909.402191
24,39,1910.749049
24,39,1912.14099
28,39,1913.493811
32,43,1915.015119
28,39,1916.436951
28,39,1917.884835
53,68,1920.198052
52,67,1922.530426
24,39,1923.974094
52,67,1926.208142
40,51,1927.997426
54,69,1930.339383
54,69,1932.878148
53,68,1935.210236
53,68,1937.570011
34,45,1939.150206
54,69,1941.581669
28,39,1942.963023
34,45,1944.525651
53,68,1946.888921
54,69,1949.322059
54,69,1951.869853
24,39,1953.223027
24,39,1954.674268
54,69,1957.091148
24,39,1958.489671
30,41,1959.967478
91,104,1963.601911
54,69,1966.180766
24,39,1967.492903
52,67,1969.863222
53,68,1972.29852
53,68,1974.672857
28,39,1976.116184
24,39,1977.538225
32,43,1979.009486
24,39,1980.416877
52,67,1982.872411
31,42,1984.315324
54,69,1986.778201
54,69,1989.192304
24,39,1990.600087
35,46,1992.196658
54,69,1994.609022
28,39,1996.054532
28,39,1997.469891
54,69,1999.889527
24,39,2001.290171
53,68,2003.791905
30,41,2005.231953
54,69,2007.679415
24,39,2009.049441
53,68,2011.551423
29,40,2012.968646
24,39,2014.424715
29,40,2015.889
54,69,2018.352946
24,39,2019.782533
53,68,2022.179194
62,75,2024.918356
54,69,2027.407346
24,39,2028.849475
29,40,2030.240121
32,43,2031.738902
24,39,2033.204042
24,39,2034.615634
31,42,2036.075572
52,67,2038.429863
24,39,2039.87028
24,39,2041.301412
52,67,2043.622216
24,39,2045.020149
54,69,2047.480774
54,69,2050.02327
52,67,2052.400376
29,40,2053.794949
24,39,2055.230043
29,40,2056.664284
62,75,2059.261009
52,67,2061.68582
24,39,2063.029807
28,39,2064.456274
29,40,2065.873198
54,69,2068.340104
114,131,2072.94844
24,39,2074.366777
55,68,2076.826352
24,39,2078.26945
34,45,2079.901814
29,40,2081.340966
53,68,2083.71603
53,68,2086.171566
28,39,2087.657908
28,39,2089.016768
24,39,2090.407748
52,67,2092.873955
54,69,2095.24846
29,40,2096.721729
53,68,2099.19376
52,67,2101.527243
24,39,2102.975177
24,39,2104.315594
53,68,2106.6733
33,44,2108.270355
24,39,2109.696209
29,40,2111.168906
54,69,2113.586393
54,69,2116.093403
54,69,2118.58825
85,102,2122.138688
36,47,2123.805634
53,68,2126.206209
53,68,2128.592437
99,112,2132.402771
24,39,2133.859438
54,69,2136.20238
30,41,2137.683466
31,42,2139.175357
30,41,2140.642701
53,68,2143.031262
29,40,2144.499828
53,68,2146.935344
52,67,2149.302883
24,39,2150.726665
24,39,2152.090458
52,67,2154.422054
28,39,2155.794534
53,68,2158.132513
52,67,2160.574771
53,68,2162.912881
32,43,2164.377729
52,67,2166.750029
36,47,2168.427212
24,39,2169.808336
34,45,2171.399003
52,67,2173.808494
97,110,2177.597137
52,67,2179.948603
28,39,2181.382433
52,67,2183.704615
53,68,2186.140082
53,68,2188.509483
31,42,2190.015732
54,69,2192.482918
52,67,2194.892194
53,68,2197.285183
29,40,2198.769485
28,39,2200.246895
52,67,2202.639688
52,67,2205.151845
52,67,2207.555502
32,43,2209.12109
24,39,2210.494493
30,41,2212.02213
24,39,2213.40565
24,39,2214.800672
31,42,2216.374866
24,39,2217.770561
31,42,2219.349417
54,69,2221.762842
52,67,2224.181486
54,69,2226.608293
29,40,2228.068716
28,39,2229.482158
54,69,2231.900047
54,69,2234.341472
30,41,2235.865405
26,37,2237.221204
29,40,2238.71089
53,68,2241.135067
30,41,2242.583714
53,68,2245.063115
28,39,2246.551433
54,69,2249.033502
29,40,2250.484492
53,68,2252.890063
52,67,2255.354013
53,68,2257.812958
85,102,2261.436648
54,69,2263.931845
53,68,2266.400353
28,39,2267.716858
28,39,2269.074987
53,68,2271.456409
29,40,2272.839525
52,67,2275.252935
52,67,2277.725442
24,39,2279.069226
53,68,2281.572443
28,39,2282.978201
112,129,2287.421184
53,68,2289.767584
32,43,2291.364347
53,68,2293.765721
32,43,2295.426291
24,39,2296.825354
54,69,2299.203238
54,69,2301.613445
28,39,2303.033996
53,68,2305.384775
27,38,2306.769736
24,39,2308.239547
31,42,2309.790925
54,69,2312.19454
28,39,2313.666489
24,39,2314.974695
54,69,2317.52074
32,43,2319.041385
28,39,2320.508891
53,68,2322.927335
24,39,2324.347795
34,45,2325.962349
53,68,2328.451207
28,39,2329.833747
53,68,2332.248893
54,69,2334.695743
24,39,2336.075343
53,68,2338.413802
33,44,2339.908394
52,67,2342.226249
30,41,2343.60454
52,67,2345.92039
54,69,2348.258561
52,67,2350.5265
28,39,2351.885089
85,102,2355.377775
31,42,2356.763355
54,69,2359.225213
31,42,2360.665308
53,68,2363.081255
52,67,2365.381733
24,39,2366.724773
52,67,2368.981297
28,39,2370.340042
52,67,2372.638104
32,43,2374.086757
52,67,2376.306994
54,69,2378.696891
24,35,2379.809913
89,102,2383.390671
30,41,2384.80436
28,39,2386.152066
54,69,2388.502511
29,40,2389.910164
29,40,2391.255898
33,44,2392.781455
53,68,2395.148484
34,43,2396.639122
31,42,2398.115174
54,69,2400.626284
28,39,2401.92948
52,67,2404.243724
54,69,2406.611078
53,68,2408.985065
28,39,2410.398989
53,68,2412.719282
54,69,2414.992526
28,39,2416.348898
24,39,2417.742986
24,39,2419.134207
53,68,2421.483586
29,40,2422.882877
53,68,2425.154903
28,39,2426.45346
30,41,2427.949282
24,39,2429.22675
53,68,2431.644368
29,40,2433.022257
24,39,2434.40166
29,40,2435.809205
54,69,2438.226007
54,69,2440.64488
24,39,2441.938955
53,68,2444.269331
24,35,2445.495104
53,68,2447.844194
28,39,2449.260756
28,39,2450.641083
53,68,2452.978051
30,41,2454.387999
54,69,2456.798836
52,67,2459.112242
28,39,2460.515803
28,39,2461.780908
28,39,2463.135637
54,69,2465.525402
28,39,2466.866599
33,44,2468.352479
31,42,2469.887866
24,39,2471.178816
24,39,2472.549115
53,68,2474.853569
53,68,2477.181688
24,39,2478.580811
54,69,2480.95445
52,67,2483.340124
52,67,2485.674225
52,67,2487.918174
53,68,2490.293918
53,68,2492.610824
30,41,2494.170814
52,67,2496.41229
24,39,2497.771005
30,41,2499.163703
24,39,2500.592224
54,69,2503.004076
54,69,2505.380983
54,69,2507.723695
54,69,2510.164181
28,39,2511.560769
28,39,2512.943236
27,38,2514.216456
29,40,2515.704388
52,67,2518.067949
38,47,2519.70169
28,39,2520.992974
54,69,2523.434979
208,229,2531.183055
33,44,2532.756823
28,39,2534.169877
30,41,2535.574302
29,40,2536.975081
53,68,2539.408947
53,68,2541.816889
28,39,2543.247016
53,68,2545.559043
54,69,2547.895546
61,74,2550.43324
28,39,2551.845945
53,68,2554.214144
28,39,2555.638921
53,68,2558.049786
24,39,2559.517007
53,68,2561.998773
52,67,2564.421201
53,68,2566.844539
24,39,2568.362808
56,69,2570.845786
24,39,2572.294292
24,39,2573.679833
54,69,2576.071986
32,43,2577.721889
31,42,2579.169425
29,40,2580.645113
54,69,2583.224899
28,39,2584.602302
115,132,2589.262669
31,42,2590.799944
31,42,2592.380741
53,68,2594.807281
28,39,2596.208399
35,46,2597.910871
96,109,2601.717617
24,39,2603.098996
94,107,2606.849875
54,69,2609.284391
24,39,2610.629056
30,41,2612.161525
28,39,2613.542495
1,12,2614.018492
24,39,2615.450674
28,39,2616.890434
53,68,2619.34563
29,40,2620.720404
33,44,2622.277693
26,37,2623.625584
31,42,2625.18283
53,68,2627.606571
53,68,2630.127838
53,68,2632.552883
52,67,2634.824022
54,69,2637.38694
52,67,2639.704128
32,43,2641.271432
29,40,2642.690367
24,39,2644.086986
54,69,2646.508244
52,67,2648.892607
24,39,2650.289794
28,39,2651.601674
24,39,2653.031142
53,68,2655.457725
26,37,2656.742339
52,67,2659.146188
53,68,2661.58074
54,69,2663.977485
52,67,2666.44002
53,68,2668.818754
29,40,2670.242049
52,67,2672.676774
52,67,2675.154728
27,38,2676.501017
29,40,2677.940703
24,39,2679.37544
27,38,2680.718207
28,39,2682.137437
53,68,2684.514077
35,46,2686.149951
54,69,2688.596725
53,68,2690.993605
53,68,2693.400375
28,39,2694.845147
28,39,2696.163291
24,39,2697.576567
24,39,2699.021171
28,39,2700.423611
56,65,2702.74055
53,68,2705.132688
53,68,2707.553656
54,69,2709.944701
30,41,2711.355561
53,68,2713.759514
54,69,2716.216698
54,69,2718.63922
52,67,2721.027892
24,39,2722.378815
31,42,2723.909163
28,39,2725.290573
28,39,2726.611079
52,67,2728.953812
52,67,2731.344149
52,67,2733.717707
54,69,2736.01829
24,39,2737.433818
30,41,2738.857374
24,39,2740.296396
24,39,2741.61162
54,69,2744.09062
31,42,2745.513307
29,40,2746.927021
24,39,2748.364194
28,39,2749.732342
53,68,2752.157032
54,69,2754.535022
52,67,2756.875288
28,39,2758.15283
28,39,2759.604381
30,41,2761.042522
29,40,2762.474062
24,39,2763.911104
99,116,2767.921511
72,97,2771.320803
29,40,2772.715727
31,42,2774.249962
29,40,2775.708631
81,102,2779.301141
28,39,2780.708731
52,67,2783.096623
54,69,2785.557748
53,68,2787.879862
54,69,2790.241173
52,67,2792.653736
20,35,2794.003427
33,44,2795.532674
53,68,2797.949702
52,67,2800.328584
28,39,2801.721069
29,40,2803.137713
52,67,2805.44377
24,39,2806.829944
52,67,2809.21208
28,39,2810.566798
53,68,2813.037562
36,47,2814.677759
31,42,2816.228897
54,69,2818.685409
28,39,2820.103851
54,69,2822.477321
52,67,2824.940573
53,68,2827.373027
52,67,2829.668458
29,40,2831.123342
53,68,2833.609429
27,38,2835.085435
29,40,2836.481513
24,39,2837.868239
30,41,2839.342252
33,44,2840.874898
34,43,2842.390129
24,39,2843.709251
52,67,2846.078773
52,67,2848.434436
52,67,2850.744539
53,68,2853.089093
24,39,2854.401188
24,39,2855.765571
29,40,2857.105449
29,40,2858.495273
52,67,2860.824805
53,68,2863.245967
24,39,2864.63699
54,69,2866.977452
52,67,2869.273126
52,67,2871.493964
54,69,2873.898092
53,68,2876.20518
36,47,2877.857321
24,39,2879.261307
54,69,2881.601892
28,39,2882.977421
52,67,2885.302644
24,39,2886.659066
53,68,2888.987116
28,39,2890.284812
28,39,2891.696918
1,12,2892.145094
24,39,2893.507283
24,39,2894.875367
31,42,2896.336806
24,39,2897.697276
53,68,2900.047123
24,39,2901.44144
53,68,2903.824887
30,41,2905.24347
31,42,2906.662064
53,68,2908.974126
29,40,2910.376773
28,39,2911.777854
54,69,2914.159526
54,69,2916.606216
54,69,2919.022333
24,39,2920.366214
24,39,2921.684454
130,135,2926.31444
24,39,2927.730006
24,39,2929.061658
52,67,2931.293532
29,40,2932.7127
53,68,2935.148907
28,39,2936.54577
39,50,2938.397156
52,67,2940.695054
28,39,2942.067046
52,67,2944.423502
53,68,2946.796069
53,68,2949.107877
53,68,2951.505126
54,69,2953.913093
28,39,2955.320742
52,67,2957.692255
54,69,2960.138922
34,45,2961.617229
91,104,2965.153366
54,69,2967.500915
91,104,2971.11518
25,36,2972.414716
31,42,2973.911287
29,40,2975.300239
54,69,2977.737226
53,68,2980.064374
53,68,2982.419714
62,75,2984.997507
24,39,2986.391522
31,42,2987.821327
52,67,2990.113903
29,40,2991.493576
54,69,2993.980083
53,68,2996.379218
26,37,2997.601452
24,39,2998.981155
53,68,3001.339508
53,68,3003.728585
52,67,3006.092787
54,69,3008.395239
36,47,3010.134157
53,68,3012.515598
41,54,3014.359174
31,42,3015.840712
31,42,3017.328492
54,69,3019.750798
28,39,3021.03842
29,40,3022.433892
26,37,3023.799718
52,67,3026.124217
52,67,3028.484321
53,68,3030.829941
32,43,3032.363503
54,69,3034.782512
24,39,3036.18335
24,39,3037.556529
24,35,3038.755427
53,68,3041.117059
28,39,3042.533528
24,35,3043.782563
52,67,3046.134662
34,45,3047.701507
54,69,3050.00632
30,41,3051.392055
24,39,3052.793511
54,69,3055.213672
25,36,3056.511566
54,69,3059.040167
53,68,3061.465082
31,42,3062.927032
24,39,3064.294267
26,37,3065.5303
53,68,3067.905485
33,44,3069.455757
29,40,3070.82134
28,39,3072.269626
53,68,3074.660851
24,39,3076.019589
28,39,3077.305777
54,69,3079.822387
31,42,3081.23055
54,69,3083.604913
90,107,3087.403044
28,39,3088.758122
31,42,3090.197074
56,65,3092.50259
38,47,3094.07881
29,40,3095.524205
53,68,3097.982321
53,68,3100.443493
52,67,3102.788632
24,39,3104.208843
53,68,3106.683743
24,39,3108.165155
88,109,3111.976706
31,42,3113.434532
24,39,3114.848919
28,39,3116.292104
27,38,3117.621376
29,40,3119.072259
28,39,3120.514965
28,39,3121.895801
31,42,3123.318995
31,42,3124.882669
32,43,3126.465579
24,39,3127.774666
31,42,3129.310362
52,67,3131.679226
53,68,3134.12024
53,68,3136.538181
29,40,3137.978532
52,67,3140.371481
54,69,3142.81167
28,39,3144.110723
28,39,3145.559161
108,129,3150.058364
24,39,3151.465337
53,68,3153.913424
31,42,3155.411797
52,67,3157.729426
52,67,3160.227071
52,67,3162.69313
24,39,3164.130268
53,68,3166.562851
24,39,3167.937933
33,44,3169.541057
30,41,3171.037553
29,40,3172.469978
63,76,3175.15511
52,67,3177.471889
30,41,3178.981344
31,42,3180.438497
54,69,3182.93784
94,107,3186.714936
31,42,3188.180919
54,69,3190.563807
114,131,3195.299579
28,39,3196.653346
33,44,3198.249307
24,39,3199.599993
28,39,3201.040289
24,39,3202.501089
30,41,3203.975196
24,35,3205.298756
31,42,3206.874827
30,41,3208.552976
52,67,3210.862915
24,39,3212.236494
54,69,3214.675583
28,39,3216.017698
28,39,3217.42474
31,42,3218.909086
24,39,3220.317369
53,68,3222.690667
29,40,3224.114297
59,68,3226.429801
34,45,3227.992353
29,40,3229.394155
54,69,3231.747584
54,69,3234.183107
52,67,3236.459764
53,68,3238.795137
53,68,3241.119788
54,69,3243.600065
24,39,3244.953049
54,69,3247.536576
24,39,3248.924778
24,39,3250.284
31,42,3251.859487
54,69,3254.258951
31,42,3255.639281
30,41,3257.067927
54,69,3259.427354
53,68,3261.720716
54,69,3264.085191
26,37,3265.328289
53,68,3267.739144
37,48,3269.416063
52,67,3271.730927
28,39,3273.080504
54,69,3275.481101
28,39,3276.787909
54,69,3279.106934
53,68,3281.519204
53,68,3283.95048
28,39,3285.306103
52,67,3287.613348
52,67,3289.869335
24,39,3291.233611
31,42,3292.747276
53,68,3295.07072
158,171,3300.891418
54,69,3303.360413
53,68,3305.731931
54,69,3308.100326
53,68,3310.457836
30,41,3311.856806
85,102,3315.464061
27,38,3316.740019
24,39,3318.151521
86,99,3321.583611
30,41,3323.021483
54,69,3325.404557
72,89,3328.482949
24,39,3329.870299
28,39,3331.244075
54,69,3333.647399
52,67,3335.89736
53,68,3338.22139
53,68,3340.627379
96,109,3344.365454
52,67,3346.685788
28,39,3348.085362
30,41,3349.476039
32,43,3351.031497
25,36,3352.288328
29,40,3353.681259
29,40,3355.0622
28,39,3356.386457
54,69,3358.884867
32,43,3360.335763
30,41,3361.770232
52,67,3364.031833
24,39,3365.416823
27,38,3366.808584
96,109,3370.537722
24,39,3371.879285
30,41,3373.28971
52,67,3375.641
54,69,3377.972079
34,45,3379.49021
30,41,3380.920318
28,39,3382.344368
25,36,3383.651641
26,37,3384.999534
54,69,3387.540619
54,69,3389.98254
24,39,3391.323675
23,38,3392.633376
52,67,3394.91328
24,39,3396.346572
42,53,3398.238452
54,69,3400.622572
96,109,3404.322268
24,39,3405.665101
54,69,3408.071939
108,119,3412.056859
31,42,3413.523584
53,68,3415.848916
31,46,3417.388909
53,68,3419.732402
54,69,3422.015558
29,40,3423.445755
53,68,3425.809269
32,43,3427.324377
28,39,3428.749802
53,68,3431.163435
25,36,3432.419109
29,40,3433.834473
31,42,3435.278721
38,49,3437.050536
54,69,3439.437794
31,42,3440.881067
28,39,3442.29775
53,68,3444.663375
81,102,3448.208749
24,39,3449.499697
24,35,3450.771078
36,47,3452.42757
28,39,3453.75584
28,39,3455.032275
26,37,3456.399135
52,67,3458.666554
54,69,3461.0922
28,39,3462.394077
94,107,3466.112521
45,56,3468.040701
53,68,3470.364925
52,67,3472.734238
29,40,3474.12124
24,39,3475.485116
31,42,3476.912142
30,41,3478.358044
31,42,3479.862441
33,44,3481.394134
53,68,3483.798026
29,40,3485.161696
53,68,3487.494079
29,40,3488.903782
53,68,3491.194913
24,39,3492.59523
52,67,3494.796169
32,43,3496.277852
30,41,3497.650464
31,42,3499.168519
29,40,3500.559235
53,68,3502.883926
44,65,3505.139785
54,69,3507.483067
54,69,3509.923921
67,80,3512.645997
28,39,3513.959362
53,68,3516.28506
24,35,3517.504797
30,41,3518.931259
31,42,3520.393168
30,41,3521.768769
77,102,3525.208179
29,40,3526.632386
31,42,3528.106532
28,39,3529.482224
54,69,3531.871149
30,41,3533.320461
31,42,3534.78059
24,39,3536.199104
28,39,3537.482866
36,47,3539.144418
30,41,3540.521021
31,42,3542.022466
29,40,3543.402661
44,53,3545.248714
54,69,3547.641234
54,69,3550.068751
53,68,3552.402417
54,69,3554.745061
53,68,3557.047932
31,42,3558.425508
32,43,3559.896616
54,69,3562.244139
31,42,3563.798855
24,39,3565.145927
54,69,3567.547626
52,67,3569.886821
54,69,3572.235274
32,43,3573.750596
31,42,3575.190891
64,77,3577.850858
28,39,3579.247427
24,35,3580.533848
53,68,3582.884563
24,39,3584.277094
44,55,3586.127584
35,46,3587.718487
53,68,3589.997147
54,69,3592.325585
53,68,3594.69534
53,68,3597.089334
28,39,3598.466856
24,39,3599.893047
37,48,3601.550279
53,68,3603.84142
54,69,3606.176858
30,41,3607.611084
24,39,3609.02162
28,39,3610.345793
54,69,3612.659503
54,69,3614.999289
28,39,3616.408448
28,39,3617.722823
31,42,3619.102629
52,67,3621.450365
52,67,3623.783729
31,42,3625.179972
53,68,3627.489834
24,39,3628.872308
52,63,3631.082344
53,68,3633.380127
24,35,3634.554289
54,69,3637.023867
90,103,3640.470897
54,69,3642.885537
29,40,3644.310631
54,69,3646.662879
38,49,3648.356863
54,69,3650.74606
33,44,3652.332129
36,47,3653.989439
31,42,3655.511764
54,69,3657.909113
24,39,3659.218026
93,110,3662.888209
24,39,3664.284707
28,39,3665.678739
31,42,3667.073297
30,41,3668.490132
29,40,3669.889496
52,67,3672.224951
40,49,3673.904713
29,40,3675.316684
24,39,3676.680967
35,46,3678.31374
30,41,3679.766575
24,39,3681.102144
52,67,3683.343414
91,104,3686.907259
24,39,3688.230785
31,42,3689.746189
31,42,3691.200845
84,105,3694.722567
24,39,3696.099146
52,67,3698.400502
24,39,3699.709141
53,68,3702.037566
30,41,3703.493867
28,39,3704.891292
32,43,3706.338151
35,46,3707.963731
115,132,3712.42383
54,69,3714.791039
52,67,3717.065231
31,42,3718.456985
91,104,3722.021359
53,68,3724.351758
31,42,3725.856864
53,68,3728.214675
39,50,3729.912121
32,43,3731.395098
32,43,3732.915004
53,68,3735.259897
34,45,3736.843002
28,39,3738.278172
54,69,3740.646975
54,69,3743.003634
24,39,3744.396715
104,115,3748.46006
24,39,3749.8531
53,68,3752.178149
52,67,3754.458349
123,134,3759.073057
24,39,3760.453526
85,102,3763.933801
52,67,3766.283096
32,43,3767.815072
53,68,3770.152969
30,41,3771.571878
29,40,3772.918587
28,39,3774.316932
30,41,3775.722392
27,42,3777.160932
27,38,3778.537301
31,42,3779.988365
29,40,3781.406041
32,43,3782.965439
36,47,3784.602233
54,69,3786.907207
28,39,3788.255237
53,68,3790.545204
29,40,3791.990847
30,41,3793.410068
53,68,3795.733106
54,69,3798.096926
53,68,3800.340647
24,39,3801.736553
53,68,3804.019827
30,41,3805.425816
115,132,3809.973277
30,41,3811.437222
53,68,3813.774942
30,41,3815.170318
28,39,3816.499478
53,68,3818.907989
54,69,3821.350967
28,39,3822.795363
33,48,3824.552045
24,39,3825.880276
54,69,3828.347264
54,69,3830.82726
29,40,3832.250538
30,41,3833.721033
31,42,3835.297675
28,39,3836.633239
31,42,3838.192914
52,67,3840.609079
28,39,3841.893285
31,42,3843.401658
32,43,3844.978572
31,42,3846.46472
32,43,3847.997822
30,41,3849.441337
